,translated,scores,compound,sentiment
524,for effective work creation hundreds of investments are already queued,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.6369}",0.6369,positive
525,"in rapimnasgolkar, the golkar party will continue to accelerate the implementation of work creation for recovery","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.5859}",0.5859,positive
526,"this is a derivative rule for copyright work, i've read the seeds, but how come the timeline seems like the crowd is busy","{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.5023}",0.5023,positive
527,national webinar uu create work of the port and shipping industry via,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}",0.2732,positive
528,"come on, support your advanced indonesian work copyright","{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.5719}",0.5719,positive
529,"through the work copyright law, it is easy for licensing to advance indonesian businesses","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",0.4404,positive
530,the work creation law gives hope for the recovery of the advanced indonesian economy,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.7184}",0.7184,positive
531,after the enactment of uu creation of work and pp there are some changes in the provisions related to amdal approval,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6369}",0.6369,positive
532,"i continue to trace it down, don't let the omnibus law articles make it easy to replace ketum","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,positive
533,uu create work makes nkri economy better uuciptakerja n,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.6124}",0.6124,positive
534,golkar party encourages the acceleration of the implementation of work laws and their derivatives for the recovery of the national economy,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.6808}",0.6808,positive
535,golkar party encourages the acceleration of the implementation of work laws and their derivative regulations as policies,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.6808}",0.6808,positive
536,dpr asked for accelerated implementation of work copyright rules,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
537,dpr asked for accelerated implementation of work copyright rules via,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
538,the work creation paper is present as a solution to improve the welfare of umkm business actors in indonesia,"{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.743}",0.743,positive
539,the government has ratified pp no ​​on a specific working time agreement pkwt over the power of working hours hu,"{'neg': 0.096, 'neu': 0.696, 'pos': 0.209, 'compound': 0.3818}",0.3818,positive
540,the government has passed the government regulation number of years regarding the work agreement for a certain time pkwt,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.6808}",0.6808,positive
541,do not miss tuesday march there will be a series of discussions on the festival with different themes evalua,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.5638}",0.5638,positive
542,"i search straight down, don't let there be an omnibus law article that provides the facility to change","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.2263}",0.2263,positive
543,people reject revision uu kpk gt uu kpk revised people reject gt dynastic politics children & help advance regional elections nrakyat ask for pi,"{'neg': 0.178, 'neu': 0.594, 'pos': 0.228, 'compound': 0.128}",0.128,positive
544,hi sis if the taxable entrepreneur has not submitted the tax bkp and / or jkp input tax,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
545,"in the past, the issue was that if you created a job, you would delete the pesanggon, in fact, apart from the pesanggon, there was also a jkp for those who lost","{'neg': 0.071, 'neu': 0.867, 'pos': 0.062, 'compound': -0.0772}",-0.0772,negative
546,vaccination and uu create jobs as capital for economic recovery,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",0.2732,positive
547,uu created a work of hope in the midst of a pandemic,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.5994}",0.5994,positive
548,uu create work guarantees employees affected phk,"{'neg': 0.184, 'neu': 0.575, 'pos': 0.241, 'compound': 0.128}",0.128,positive
549,"the work copyright law and its two derivative regulations encourage women workers to be easily regulated, submissive and ready to be paid cheaply","{'neg': 0.078, 'neu': 0.644, 'pos': 0.278, 'compound': 0.7096}",0.7096,positive
550,"currently, the rules regarding contract workers have changed. this happened after the creation of the omnibus law work that took place","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2732}",0.2732,positive
551,"in the past, the issue was that if you created a work, you would delete the pesanggon, in fact, besides the","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.25}",0.25,positive
552,"in their actions, they asked the government to admit that sexual violence is a human rights violation to remove the copyright work immediately","{'neg': 0.26, 'neu': 0.676, 'pos': 0.064, 'compound': -0.7579}",-0.7579,negative
553,derivative rules of work copyright create new jobs,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732,positive
554,it's a work copyright but but sometimes the rules are only limited to a temporary paper,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.3291}",-0.3291,negative
555,dpr asked the government to speed up the derivative regulations on work copyright,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
556,the copyright for work was only valid recently recently it was also previously rejected,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negative
557,hi kak nuntuk pph article if the status is like that kmaka wajilapor yes kak ndan ap,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.6369}",0.6369,positive
558,job creation increases stock investment,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.2732}",0.2732,positive
559,dpr asked local governments to simplify licensing and provide convenience for investors who want to invest,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.0772}",0.0772,positive
560,puan maharani regarding work creation can accelerate the revival of the national economy,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",0.2732,positive
561,the government was asked to accelerate the derivative regulations on work copyright,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
562,here is a summary of the rights of workers who have been dismissed and resigned according to the work copyright law and the implementing regulations for the clinic,"{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.25}",-0.25,negative
563,work creation reduce unemployment for omnibuslaw work,"{'neg': 0.29, 'neu': 0.5, 'pos': 0.21, 'compound': -0.2023}",-0.2023,negative
564,vaccines and the creation of work became the main capital to revive the indonesian economy,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5423}",0.5423,positive
565,"besides the certainty of the availability of the covid vaccine, the effectiveness of the implementation of work inventions is also a big hope as a result","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.5994}",0.5994,positive
566,the following strategies have been prepared to maintain the export market and main products na focus on small and medium enterprises,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.2263}",0.2263,positive
567,work copyright laws give a positive quarterly impact,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5574}",0.5574,positive
568,happy women's day,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,positive
569,uu create work also help umkm,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5859}",0.5859,positive
570,am i want to ask about the pp year of taxation treatment on work copyright provisions of pe transition,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.0772}",0.0772,positive
571,the work copyright law has confirmed the position of bumdes as a legal entity as a legal entity making,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.25}",0.25,positive
572,outside of the normative articles there are several notes on government regulations pp derivative laws uu ci,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
573,derivative rules of law no year concerning work copyright are expected to create the same understanding between stakeholders and dap,"{'neg': 0.099, 'neu': 0.807, 'pos': 0.094, 'compound': -0.0258}",-0.0258,neutral
574,derivative rule of law no year concerning work copyright is expected to create the same understanding among stakeholders,"{'neg': 0.108, 'neu': 0.788, 'pos': 0.103, 'compound': -0.0258}",-0.0258,neutral
575,surgery uu create work make vomiting ya wak,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732,positive
576,azis syamsuddin asked the regional government and security forces to accelerate the implementation of work creations,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.6124}",0.6124,positive
577,improve understanding and application of risk management in business licensing through workshops anticipating successors,"{'neg': 0.116, 'neu': 0.608, 'pos': 0.276, 'compound': 0.4404}",0.4404,positive
578,one of the mandates for work creation is the establishment of a domestic investment endowment fund management institution. today i have an idea,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2732}",0.2732,positive
579,do you want to do a job with foreigners who work more than a day in indonesia?,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.0772}",0.0772,positive
580,if brdsr in the new work copyright applies when it comes into effect and is there any difference for trans,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
581,"happy international women's day, indonesian women rise up against oppression and revoke copyright laws","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.5719}",0.5719,positive
582,the work creation law has more and more benefits for the indonesian economy,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.6436}",0.6436,positive
583,uu create jobs open up the widest possible job,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}",0.2732,positive
584,benefits uu create jobs open jobs to ease of endeavor,"{'neg': 0.0, 'neu': 0.493, 'pos': 0.507, 'compound': 0.7351}",0.7351,positive
585,the work copyright law aims at making regulations to increase investment,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}",0.3182,positive
586,dr arim revealed the root of the problem of alcohol is not perpres and uu cipta kerja but the economic system of kapit,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.2144}",-0.2144,negative
587,what is the following paragraph on the left that has not been added and what has been abused,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negative
588,to create work to improve the investment climate and create new jobs read more here,"{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.7269}",0.7269,positive
589,"just like this, go straight to the contents of the president's brain. blue is anti-copyright work, so it must be brushed off in a way","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5267}",0.5267,positive
590,this is the difference between a labor copyright rpp and the manpower act. no wonder many unions reject the rule b,"{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.5994}",-0.5994,negative
591,refuse copyright work demonstration in yogyakarta. the crowd forced their way into the dprd building,"{'neg': 0.28, 'neu': 0.645, 'pos': 0.075, 'compound': -0.5859}",-0.5859,negative
592,the existence of uu creation of work oppresses workers and laborers,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}",0.2732,positive
593,"in fact, i was affected because in the past the campaign to support jokowi, now every time there is a government policy","{'neg': 0.072, 'neu': 0.807, 'pos': 0.121, 'compound': 0.2732}",0.2732,positive
594,uu creation of work is a hope in the midst of a pandemic,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.6124}",0.6124,positive
595,the birth of the work copyright law and the alcohol investment provisions in the perpres confirms that the law is in,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
596,then will alcohol investment stop by removing the attachments while the omnibus law works on copyright,"{'neg': 0.12, 'neu': 0.765, 'pos': 0.115, 'compound': -0.0258}",-0.0258,neutral
597,the chemical weapons manufacturing industry and the industrial chemical industry and the ozone depleting substances industry,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4404}",-0.4404,negative
598,citing the government website to change the negative list of investment dni by making,"{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.5719}",-0.5719,negative
599,whereas if we examine more deeply the emergence of this perpres does not mean that it was born as a form of pengejaw,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
600,the government claims that derivative regulations on fisheries and maritime sector work can boost the sector's performance,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,positive
601,work creation prioritizes the interests of national workers,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.4767}",0.4767,positive
602,uu cipta kerja requires foreign investors to transfer technology to indonesian workers,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
603,work creation to encourage the ease of international trade,"{'neg': 0.0, 'neu': 0.432, 'pos': 0.568, 'compound': 0.7845}",0.7845,positive
604,uu create work provide access to work facilities for umkm,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",0.2732,positive
605,consider the important points of derivative regulations on work in the fisheries and maritime sector,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.2023}",0.2023,positive
606,the government claims that derivative regulations on fisheries and maritime sector work can boost sector performance,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4019}",0.4019,positive
607,the work certificate guarantees certainty for workers affected by layoffs to strengthen indonesian products,"{'neg': 0.095, 'neu': 0.651, 'pos': 0.254, 'compound': 0.4019}",0.4019,positive
608,strengthen indonesian products for javanese work. community concerns about the land mafia,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}",0.3182,positive
609,the benefits of work copyright laws to create a wide range of employment opportunities strengthen indonesian products,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.8225}",0.8225,positive
610,work copyright law can strengthen indonesian products,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182,positive
611,of course the protection and assistance at umkm are in accordance with the work copyright to strengthen indonesian products,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.3182}",0.3182,positive
612,protection and assistance at umkm in accordance with the work copyright to strengthen indonesian products,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.3182}",0.3182,positive
613,pp number of the year concerning the governance of the marine and fisheries sector is a derivative of the mandate of the copyright document,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.0772}",0.0772,positive
614,work law guarantees certainty of severance pay for workers affected by dismissal as a result of employment,"{'neg': 0.167, 'neu': 0.722, 'pos': 0.111, 'compound': 0.0}",0.0,neutral
615,hope work in the midst of a pandemic of good impact on work,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7003}",0.7003,positive
616,uu create work jawakekhawatiran society about the land mafia,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}",0.2732,positive
617,guarantees of protection of dismissed workers with the work creation impact of work,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",0.2732,positive
618,work paperwork accelerates national strategic projects that have a good impact on work,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.4404,positive
619,fishermen will also benefit from a work copyright,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.4588}",0.4588,positive
620,let us together support the work to eradicate poverty,"{'neg': 0.254, 'neu': 0.538, 'pos': 0.208, 'compound': -0.1531}",-0.1531,negative
621,the work creation law addresses the issues of advanced indonesian regulation,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.4767}",0.4767,positive
622,together uu create work to create a superior indonesia in the advanced indoensia asia region,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.8271}",0.8271,positive
623,uu work copyright makes it easier for indonesian job seekers to advance,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",0.4215,positive
624,uu create jobs to advance the indonesian economy uuciptakerja,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}",0.2732,positive
625,the reduction in the amount of severance pay in the derivative regulations on the work law will guarantee that workers who have been dismissed will receive their rights on the sis,"{'neg': 0.043, 'neu': 0.895, 'pos': 0.062, 'compound': 0.1531}",0.1531,positive
626,this work copyright paper on permits foreign investment is good for motivating the nation's children to work,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.7269}",0.7269,positive
627,the reduced amount of severance pay in the derivative regulations on the work copyright will guarantee that workers who have been dismissed will receive their rights,"{'neg': 0.051, 'neu': 0.876, 'pos': 0.073, 'compound': 0.1531}",0.1531,positive
628,"thanks to the creation of work, there will be more and more customary lands that will be owned by investors and state projects.","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.6124}",0.6124,positive
629,ketum golkar hopes that the implementation of work copyright will be accelerated,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",0.4215,positive
630,still and the part of guarding the work copyright and technical derivatives of pp perpres etc. is certain and still has an impact on,"{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.2732}",0.2732,positive
631,we all want indonesia to be free from the trap of a middle -income country,"{'neg': 0.128, 'neu': 0.615, 'pos': 0.257, 'compound': 0.3182}",0.3182,positive
632,"in the work copyright law, the minimum wage is not removed from advanced indonesia","{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.1877}",-0.1877,negative
633,work to restore advanced indonesian national economy,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.4939}",0.4939,positive
634,work creation law makes it easier for indonesian investment to go forward,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.5994}",0.5994,positive
635,assalim talk about the damage to the derivative of work copyrights about the alleged dangers of investment management institutions lpi,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.7506}",-0.7506,negative
636,"wrong sir, it is precisely the work creation to prioritize workers living a life worthy of precepts","{'neg': 0.147, 'neu': 0.616, 'pos': 0.237, 'compound': 0.2263}",0.2263,positive
637,which is definitely bang out it's all just pks amp democrats who firmly reject uu omnibuslaw,"{'neg': 0.139, 'neu': 0.722, 'pos': 0.139, 'compound': 0.0}",0.0,neutral
638,dr arim revealed that the root problem of alcohol is not a perpres and work law but a capitalist economic system because alcohol exists,"{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.2144}",-0.2144,negative
639,ida fauziyah emphasized that the government is trying to accommodate all the interests of labor stakeholders in issuing the uu,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.25}",0.25,positive
640,this is the difference between a labor copyright rpp and the labor law. no wonder many unions reject the rule,"{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.5994}",-0.5994,negative
