label,text,tokenize,remove_stopwords,stemming
Neutral,pemerintah telah menilai pelaksanaan uu cipta kerja membutuhkan beberapa peraturan pelaksanaan teknis,"['pemerintah', 'telah', 'menilai', 'pelaksanaan', 'uu', 'cipta', 'kerja', 'membutuhkan', 'beberapa', 'peraturan', 'pelaksanaan', 'teknis']","['pemerintah', 'menilai', 'pelaksanaan', 'uu', 'cipta', 'kerja', 'membutuhkan', 'peraturan', 'pelaksanaan', 'teknis']","['perintah', 'nilai', 'laksana', 'uu', 'cipta', 'kerja', 'butuh', 'atur', 'laksana', 'teknis']"
Neutral,pemerintah menilai pelaksanaan uu cipta kerja membutuhkan beberapa peraturan pelaksanaan teknis c,"['pemerintah', 'menilai', 'pelaksanaan', 'uu', 'cipta', 'kerja', 'membutuhkan', 'beberapa', 'peraturan', 'pelaksanaan', 'teknis', 'c']","['pemerintah', 'menilai', 'pelaksanaan', 'uu', 'cipta', 'kerja', 'membutuhkan', 'peraturan', 'pelaksanaan', 'teknis', 'c']","['perintah', 'nilai', 'laksana', 'uu', 'cipta', 'kerja', 'butuh', 'atur', 'laksana', 'teknis', 'c']"
Positive,pemerintah menilai pelaksanaan uu cipta kerja membutuhkan beberapa peraturan pelaksanaan teknis selamatkan masa de,"['pemerintah', 'menilai', 'pelaksanaan', 'uu', 'cipta', 'kerja', 'membutuhkan', 'beberapa', 'peraturan', 'pelaksanaan', 'teknis', 'selamatkan', 'masa', 'de']","['pemerintah', 'menilai', 'pelaksanaan', 'uu', 'cipta', 'kerja', 'membutuhkan', 'peraturan', 'pelaksanaan', 'teknis', 'selamatkan', 'de']","['perintah', 'nilai', 'laksana', 'uu', 'cipta', 'kerja', 'butuh', 'atur', 'laksana', 'teknis', 'selamat', 'de']"
Positive,pelaksanaan uu cipta kerja membutuhkan beberapa peraturan pelaksanaan teknis kita harus optimis indonesia akan se,"['pelaksanaan', 'uu', 'cipta', 'kerja', 'membutuhkan', 'beberapa', 'peraturan', 'pelaksanaan', 'teknis', 'kita', 'harus', 'optimis', 'indonesia', 'akan', 'se']","['pelaksanaan', 'uu', 'cipta', 'kerja', 'membutuhkan', 'peraturan', 'pelaksanaan', 'teknis', 'optimis', 'indonesia']","['laksana', 'uu', 'cipta', 'kerja', 'butuh', 'atur', 'laksana', 'teknis', 'optimis', 'indonesia']"
Neutral,pemerintah telah menerbitkan aturan dari pelaksana dari uu cipta kerja terdiri dari peraturan pemerintah p,"['pemerintah', 'telah', 'menerbitkan', 'aturan', 'dari', 'pelaksana', 'dari', 'uu', 'cipta', 'kerja', 'terdiri', 'dari', 'peraturan', 'pemerintah', 'p']","['pemerintah', 'menerbitkan', 'aturan', 'pelaksana', 'uu', 'cipta', 'kerja', 'peraturan', 'pemerintah', 'p']","['perintah', 'terbit', 'atur', 'laksana', 'uu', 'cipta', 'kerja', 'atur', 'perintah', 'p']"
Neutral,pemerintah menilai pelaksanaan uu cipta kerja membutuhkan beberapa peraturan pelaksanaan teknis agar bisa berjalan,"['pemerintah', 'menilai', 'pelaksanaan', 'uu', 'cipta', 'kerja', 'membutuhkan', 'beberapa', 'peraturan', 'pelaksanaan', 'teknis', 'agar', 'bisa', 'berjalan']","['pemerintah', 'menilai', 'pelaksanaan', 'uu', 'cipta', 'kerja', 'membutuhkan', 'peraturan', 'pelaksanaan', 'teknis', 'berjalan']","['perintah', 'nilai', 'laksana', 'uu', 'cipta', 'kerja', 'butuh', 'atur', 'laksana', 'teknis', 'jalan']"
Neutral,pemerintah menilai pelaksanaan uu cipta kerja membutuhkan beberapa peraturan pelaksanaan teknis nsoal,"['pemerintah', 'menilai', 'pelaksanaan', 'uu', 'cipta', 'kerja', 'membutuhkan', 'beberapa', 'peraturan', 'pelaksanaan', 'teknis', 'nsoal']","['pemerintah', 'menilai', 'pelaksanaan', 'uu', 'cipta', 'kerja', 'membutuhkan', 'peraturan', 'pelaksanaan', 'teknis', 'nsoal']","['perintah', 'nilai', 'laksana', 'uu', 'cipta', 'kerja', 'butuh', 'atur', 'laksana', 'teknis', 'nsoal']"
Negative,nu sering dicitrakan oportunistik pada kekuasaan maka ketika suara penolakan uu cipta kerja muncul dari pbnu sika,"['nu', 'sering', 'dicitrakan', 'oportunistik', 'pada', 'kekuasaan', 'maka', 'ketika', 'suara', 'penolakan', 'uu', 'cipta', 'kerja', 'muncul', 'dari', 'pbnu', 'sika']","['nu', 'dicitrakan', 'oportunistik', 'kekuasaan', 'suara', 'penolakan', 'uu', 'cipta', 'kerja', 'muncul', 'pbnu', 'sika']","['nu', 'citra', 'oportunistik', 'kuasa', 'suara', 'tolak', 'uu', 'cipta', 'kerja', 'muncul', 'pbnu', 'sika']"
Positive,nuu cipta kerja mendorong terbukanya lapangan kerja yang seluas luasnya bagi rakyat indones,"['nuu', 'cipta', 'kerja', 'mendorong', 'terbukanya', 'lapangan', 'kerja', 'yang', 'seluas', 'luasnya', 'bagi', 'rakyat', 'indones']","['nuu', 'cipta', 'kerja', 'mendorong', 'terbukanya', 'lapangan', 'kerja', 'seluas', 'luasnya', 'rakyat', 'indones']","['nuu', 'cipta', 'kerja', 'dorong', 'buka', 'lapang', 'kerja', 'luas', 'luas', 'rakyat', 'indones']"
Positive,cipta kerja efektik dalam menubuhkan iklim ekonomi,"['cipta', 'kerja', 'efektik', 'dalam', 'menubuhkan', 'iklim', 'ekonomi']","['cipta', 'kerja', 'efektik', 'menubuhkan', 'iklim', 'ekonomi']","['cipta', 'kerja', 'efektik', 'tubuh', 'iklim', 'ekonomi']"
Positive,numkm serap tenaga kerja paling banyak uu cipta kerja dorong umkm cepat pulih,"['numkm', 'serap', 'tenaga', 'kerja', 'paling', 'banyak', 'uu', 'cipta', 'kerja', 'dorong', 'umkm', 'cepat', 'pulih']","['numkm', 'serap', 'tenaga', 'kerja', 'uu', 'cipta', 'kerja', 'dorong', 'umkm', 'cepat', 'pulih']","['numkm', 'serap', 'tenaga', 'kerja', 'uu', 'cipta', 'kerja', 'dorong', 'umkm', 'cepat', 'pulih']"
Positive,nuu cipta kerja menjadi harapan di tengah pandemi,"['nuu', 'cipta', 'kerja', 'menjadi', 'harapan', 'di', 'tengah', 'pandemi']","['nuu', 'cipta', 'kerja', 'harapan', 'pandemi']","['nuu', 'cipta', 'kerja', 'harap', 'pandemi']"
Positive,nuu cipta kerja bangkitkan investasi dan perdagangan internasional,"['nuu', 'cipta', 'kerja', 'bangkitkan', 'investasi', 'dan', 'perdagangan', 'internasional']","['nuu', 'cipta', 'kerja', 'bangkitkan', 'investasi', 'perdagangan', 'internasional']","['nuu', 'cipta', 'kerja', 'bangkit', 'investasi', 'dagang', 'internasional']"
Positive,kliksamarinda undang undang nomor tahun tentang cipta kerja atau omnibus law yang disahkan dewan perwakil,"['kliksamarinda', 'undang', 'undang', 'nomor', 'tahun', 'tentang', 'cipta', 'kerja', 'atau', 'omnibus', 'law', 'yang', 'disahkan', 'dewan', 'perwakil']","['kliksamarinda', 'undang', 'undang', 'nomor', 'cipta', 'kerja', 'omnibus', 'law', 'disahkan', 'dewan', 'perwakil']","['kliksamarinda', 'undang', 'undang', 'nomor', 'cipta', 'kerja', 'omnibus', 'law', 'sah', 'dewan', 'wakil']"
Neutral,menakar nasimasyarakat adat setelah ada uu cipta kerja,"['menakar', 'nasimasyarakat', 'adat', 'setelah', 'ada', 'uu', 'cipta', 'kerja']","['menakar', 'nasimasyarakat', 'adat', 'uu', 'cipta', 'kerja']","['takar', 'nasimasyarakat', 'adat', 'uu', 'cipta', 'kerja']"
Positive,partai golkar mendorong percepatan implementasi uu cipta kerja berserta aturan aturan turunannya sebagai kebijak,"['partai', 'golkar', 'mendorong', 'percepatan', 'implementasi', 'uu', 'cipta', 'kerja', 'berserta', 'aturan', 'aturan', 'turunannya', 'sebagai', 'kebijak']","['partai', 'golkar', 'mendorong', 'percepatan', 'implementasi', 'uu', 'cipta', 'kerja', 'berserta', 'aturan', 'aturan', 'turunannya', 'kebijak']","['partai', 'golkar', 'dorong', 'cepat', 'implementasi', 'uu', 'cipta', 'kerja', 'serta', 'atur', 'atur', 'turun', 'bijak']"
Positive,uu cipta kerja berikan kepastian untuk investasi industri sawit nbaca selengkapnya disini n,"['uu', 'cipta', 'kerja', 'berikan', 'kepastian', 'untuk', 'investasi', 'industri', 'sawit', 'nbaca', 'selengkapnya', 'disini', 'n']","['uu', 'cipta', 'kerja', 'kepastian', 'investasi', 'industri', 'sawit', 'nbaca', 'selengkapnya', 'n']","['uu', 'cipta', 'kerja', 'pasti', 'investasi', 'industri', 'sawit', 'nbaca', 'lengkap', 'n']"
Negative,demokrat tolak uu cipta kerja,"['demokrat', 'tolak', 'uu', 'cipta', 'kerja']","['demokrat', 'tolak', 'uu', 'cipta', 'kerja']","['demokrat', 'tolak', 'uu', 'cipta', 'kerja']"
Neutral,uu cipta kerja dorong umkm cepat pulih uuciptakerja,"['uu', 'cipta', 'kerja', 'dorong', 'umkm', 'cepat', 'pulih', 'uuciptakerja']","['uu', 'cipta', 'kerja', 'dorong', 'umkm', 'cepat', 'pulih', 'uuciptakerja']","['uu', 'cipta', 'kerja', 'dorong', 'umkm', 'cepat', 'pulih', 'uuciptakerja']"
Positive,uu cipta kerja efektif uuciptakerja,"['uu', 'cipta', 'kerja', 'efektif', 'uuciptakerja']","['uu', 'cipta', 'kerja', 'efektif', 'uuciptakerja']","['uu', 'cipta', 'kerja', 'efektif', 'uuciptakerja']"
Positive,uu cipta kerja membuka lapangan pekerjaan seluas luasnya uuciptakerja,"['uu', 'cipta', 'kerja', 'membuka', 'lapangan', 'pekerjaan', 'seluas', 'luasnya', 'uuciptakerja']","['uu', 'cipta', 'kerja', 'membuka', 'lapangan', 'pekerjaan', 'seluas', 'luasnya', 'uuciptakerja']","['uu', 'cipta', 'kerja', 'buka', 'lapang', 'kerja', 'luas', 'luas', 'uuciptakerja']"
Positive,uu cipta kerja memiliki peran penting dalam upaya pemerintah untuk memulihkan kondisi ekonomi kita,"['uu', 'cipta', 'kerja', 'memiliki', 'peran', 'penting', 'dalam', 'upaya', 'pemerintah', 'untuk', 'memulihkan', 'kondisi', 'ekonomi', 'kita']","['uu', 'cipta', 'kerja', 'memiliki', 'peran', 'upaya', 'pemerintah', 'memulihkan', 'kondisi', 'ekonomi']","['uu', 'cipta', 'kerja', 'milik', 'peran', 'upaya', 'perintah', 'pulih', 'kondisi', 'ekonomi']"
Positive,uu cipta kerja mudahkan pelayanan publik,"['uu', 'cipta', 'kerja', 'mudahkan', 'pelayanan', 'publik']","['uu', 'cipta', 'kerja', 'mudahkan', 'pelayanan', 'publik']","['uu', 'cipta', 'kerja', 'mudah', 'layan', 'publik']"
Positive,aturan turunan uu cipta kerja memperbanyak lapangan kerja baru n,"['aturan', 'turunan', 'uu', 'cipta', 'kerja', 'memperbanyak', 'lapangan', 'kerja', 'baru', 'n']","['aturan', 'turunan', 'uu', 'cipta', 'kerja', 'memperbanyak', 'lapangan', 'kerja', 'n']","['atur', 'turun', 'uu', 'cipta', 'kerja', 'banyak', 'lapang', 'kerja', 'n']"
Positive,setelah berlakunya uu cipta kerja dan pp terdapat beberapa perubahan ketentuan terkait amdal persetujuan lingku,"['setelah', 'berlakunya', 'uu', 'cipta', 'kerja', 'dan', 'pp', 'terdapat', 'beberapa', 'perubahan', 'ketentuan', 'terkait', 'amdal', 'persetujuan', 'lingku']","['berlakunya', 'uu', 'cipta', 'kerja', 'pp', 'perubahan', 'ketentuan', 'terkait', 'amdal', 'persetujuan', 'lingku']","['laku', 'uu', 'cipta', 'kerja', 'pp', 'ubah', 'tentu', 'kait', 'amdal', 'tuju', 'ling']"
Positive,uu cipta kerja efektif ratusan investasi sudah antri,"['uu', 'cipta', 'kerja', 'efektif', 'ratusan', 'investasi', 'sudah', 'antri']","['uu', 'cipta', 'kerja', 'efektif', 'ratusan', 'investasi', 'antri']","['uu', 'cipta', 'kerja', 'efektif', 'ratus', 'investasi', 'antri']"
Positive,dalam rapimnasgolkar partai golkar akan terus mendorong percepatan implementasi uu cipta kerja guna pemulihan,"['dalam', 'rapimnasgolkar', 'partai', 'golkar', 'akan', 'terus', 'mendorong', 'percepatan', 'implementasi', 'uu', 'cipta', 'kerja', 'guna', 'pemulihan']","['rapimnasgolkar', 'partai', 'golkar', 'mendorong', 'percepatan', 'implementasi', 'uu', 'cipta', 'kerja', 'pemulihan']","['rapimnasgolkar', 'partai', 'golkar', 'dorong', 'cepat', 'implementasi', 'uu', 'cipta', 'kerja', 'pulih']"
Positive,ini peraturan turunan uu cipta kerja udah dibaca biji tapi kok kayaknya timeline gadak yg rame napa gadak yg bah,"['ini', 'peraturan', 'turunan', 'uu', 'cipta', 'kerja', 'udah', 'dibaca', 'biji', 'tapi', 'kok', 'kayaknya', 'timeline', 'gadak', 'yg', 'rame', 'napa', 'gadak', 'yg', 'bah']","['peraturan', 'turunan', 'uu', 'cipta', 'kerja', 'udah', 'dibaca', 'biji', 'kayaknya', 'timeline', 'gadak', 'yg', 'rame', 'napa', 'gadak', 'yg', 'bah']","['atur', 'turun', 'uu', 'cipta', 'kerja', 'udah', 'baca', 'biji', 'kayak', 'timeline', 'gadak', 'yg', 'rame', 'napa', 'gadak', 'yg', 'bah']"
Positive,webinar nasional uu cipta kerja industri pelabuhan dan pelayaran via,"['webinar', 'nasional', 'uu', 'cipta', 'kerja', 'industri', 'pelabuhan', 'dan', 'pelayaran', 'via']","['webinar', 'nasional', 'uu', 'cipta', 'kerja', 'industri', 'pelabuhan', 'pelayaran', 'via']","['webinar', 'nasional', 'uu', 'cipta', 'kerja', 'industri', 'labuh', 'layar', 'via']"
Positive,ayoo dukung uu cipta kerja indoensia maju,"['ayoo', 'dukung', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']","['ayoo', 'dukung', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']","['ayoo', 'dukung', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']"
Positive,melalui uu cipta kerja memberi kemudahan perizinan berusaha indoensia maju,"['melalui', 'uu', 'cipta', 'kerja', 'memberi', 'kemudahan', 'perizinan', 'berusaha', 'indoensia', 'maju']","['uu', 'cipta', 'kerja', 'kemudahan', 'perizinan', 'berusaha', 'indoensia', 'maju']","['uu', 'cipta', 'kerja', 'mudah', 'izin', 'usaha', 'indoensia', 'maju']"
Positive,uu cipta kerja beri harapan pemulihan ekonomi indoensia maju,"['uu', 'cipta', 'kerja', 'beri', 'harapan', 'pemulihan', 'ekonomi', 'indoensia', 'maju']","['uu', 'cipta', 'kerja', 'harapan', 'pemulihan', 'ekonomi', 'indoensia', 'maju']","['uu', 'cipta', 'kerja', 'harap', 'pulih', 'ekonomi', 'indoensia', 'maju']"
Positive,setelah berlakunya uu cipta kerja dan pp terdapat beberapa perubahan ketentuan terkait amdal persetujuan,"['setelah', 'berlakunya', 'uu', 'cipta', 'kerja', 'dan', 'pp', 'terdapat', 'beberapa', 'perubahan', 'ketentuan', 'terkait', 'amdal', 'persetujuan']","['berlakunya', 'uu', 'cipta', 'kerja', 'pp', 'perubahan', 'ketentuan', 'terkait', 'amdal', 'persetujuan']","['laku', 'uu', 'cipta', 'kerja', 'pp', 'ubah', 'tentu', 'kait', 'amdal', 'tuju']"
Positive,saya telusuri terus ke bawah jangan jangan ada pasal pasal omnibus law yang memberikan kemudahan untuk mengganti ketum,"['saya', 'telusuri', 'terus', 'ke', 'bawah', 'jangan', 'jangan', 'ada', 'pasal', 'pasal', 'omnibus', 'law', 'yang', 'memberikan', 'kemudahan', 'untuk', 'mengganti', 'ketum']","['telusuri', 'pasal', 'pasal', 'omnibus', 'law', 'kemudahan', 'mengganti', 'ketum']","['telusur', 'pasal', 'pasal', 'omnibus', 'law', 'mudah', 'ganti', 'tum']"
Positive,uu cipta kerja menjadikan ekonomi nkri semakin baik uuciptakerja n,"['uu', 'cipta', 'kerja', 'menjadikan', 'ekonomi', 'nkri', 'semakin', 'baik', 'uuciptakerja', 'n']","['uu', 'cipta', 'kerja', 'menjadikan', 'ekonomi', 'nkri', 'uuciptakerja', 'n']","['uu', 'cipta', 'kerja', 'jadi', 'ekonomi', 'nkri', 'uuciptakerja', 'n']"
Positive,partai golkar mendorong percepatan implementasi uu cipta kerja serta turunannya untuk pemulihan ekonomi nasional,"['partai', 'golkar', 'mendorong', 'percepatan', 'implementasi', 'uu', 'cipta', 'kerja', 'serta', 'turunannya', 'untuk', 'pemulihan', 'ekonomi', 'nasional']","['partai', 'golkar', 'mendorong', 'percepatan', 'implementasi', 'uu', 'cipta', 'kerja', 'turunannya', 'pemulihan', 'ekonomi', 'nasional']","['partai', 'golkar', 'dorong', 'cepat', 'implementasi', 'uu', 'cipta', 'kerja', 'turun', 'pulih', 'ekonomi', 'nasional']"
Positive,partai golkar mendorong percepatan implementasi uu cipta kerja beserta aturan aturan turunannya sebagai kebijakan,"['partai', 'golkar', 'mendorong', 'percepatan', 'implementasi', 'uu', 'cipta', 'kerja', 'beserta', 'aturan', 'aturan', 'turunannya', 'sebagai', 'kebijakan']","['partai', 'golkar', 'mendorong', 'percepatan', 'implementasi', 'uu', 'cipta', 'kerja', 'beserta', 'aturan', 'aturan', 'turunannya', 'kebijakan']","['partai', 'golkar', 'dorong', 'cepat', 'implementasi', 'uu', 'cipta', 'kerja', 'serta', 'atur', 'atur', 'turun', 'bijak']"
Neutral,dpr minta implementasi aturan uu cipta kerja dipercepat,"['dpr', 'minta', 'implementasi', 'aturan', 'uu', 'cipta', 'kerja', 'dipercepat']","['dpr', 'implementasi', 'aturan', 'uu', 'cipta', 'kerja', 'dipercepat']","['dpr', 'implementasi', 'atur', 'uu', 'cipta', 'kerja', 'cepat']"
Neutral,dpr minta implementasi aturan uu cipta kerja dipercepat via,"['dpr', 'minta', 'implementasi', 'aturan', 'uu', 'cipta', 'kerja', 'dipercepat', 'via']","['dpr', 'implementasi', 'aturan', 'uu', 'cipta', 'kerja', 'dipercepat', 'via']","['dpr', 'implementasi', 'atur', 'uu', 'cipta', 'kerja', 'cepat', 'via']"
Positive,uu cipta kerja hadir sebagai solusi untuk meningkatkan kesejahteraan para pelaku usaha umkm di indonesia,"['uu', 'cipta', 'kerja', 'hadir', 'sebagai', 'solusi', 'untuk', 'meningkatkan', 'kesejahteraan', 'para', 'pelaku', 'usaha', 'umkm', 'di', 'indonesia']","['uu', 'cipta', 'kerja', 'hadir', 'solusi', 'meningkatkan', 'kesejahteraan', 'pelaku', 'usaha', 'umkm', 'indonesia']","['uu', 'cipta', 'kerja', 'hadir', 'solusi', 'tingkat', 'sejahtera', 'laku', 'usaha', 'umkm', 'indonesia']"
Positive,pemerintah tlh mengesahkan pp no tentang perjanjian kerja waktu tertentu pkwt alih daya waktu kerja hu,"['pemerintah', 'tlh', 'mengesahkan', 'pp', 'no', 'tentang', 'perjanjian', 'kerja', 'waktu', 'tertentu', 'pkwt', 'alih', 'daya', 'waktu', 'kerja', 'hu']","['pemerintah', 'tlh', 'mengesahkan', 'pp', 'no', 'perjanjian', 'kerja', 'pkwt', 'alih', 'daya', 'kerja', 'hu']","['perintah', 'tlh', 'kesah', 'pp', 'no', 'janji', 'kerja', 'pkwt', 'alih', 'daya', 'kerja', 'hu']"
Positive,pemerintah telah mengesahkan peraturan pemerintah nomor tahun tentang perjanjian kerja waktu tertentu pkwt,"['pemerintah', 'telah', 'mengesahkan', 'peraturan', 'pemerintah', 'nomor', 'tahun', 'tentang', 'perjanjian', 'kerja', 'waktu', 'tertentu', 'pkwt']","['pemerintah', 'mengesahkan', 'peraturan', 'pemerintah', 'nomor', 'perjanjian', 'kerja', 'pkwt']","['perintah', 'kesah', 'atur', 'perintah', 'nomor', 'janji', 'kerja', 'pkwt']"
Positive,jangan lewatkan selasa maret akan ada rangkaian diskusi lts festival dengan tema berbeda evalua,"['jangan', 'lewatkan', 'selasa', 'maret', 'akan', 'ada', 'rangkaian', 'diskusi', 'lts', 'festival', 'dengan', 'tema', 'berbeda', 'evalua']","['lewatkan', 'selasa', 'maret', 'rangkaian', 'diskusi', 'lts', 'festival', 'tema', 'berbeda', 'evalua']","['lewat', 'selasa', 'maret', 'rangkai', 'diskusi', 'lts', 'festival', 'tema', 'beda', 'evalua']"
Positive,saya telusuri terus ke bawah jangan jangan ada pasal pasal omnibus law yang memberikan kemudahan untuk mengganti,"['saya', 'telusuri', 'terus', 'ke', 'bawah', 'jangan', 'jangan', 'ada', 'pasal', 'pasal', 'omnibus', 'law', 'yang', 'memberikan', 'kemudahan', 'untuk', 'mengganti']","['telusuri', 'pasal', 'pasal', 'omnibus', 'law', 'kemudahan', 'mengganti']","['telusur', 'pasal', 'pasal', 'omnibus', 'law', 'mudah', 'ganti']"
Positive,rakyat tolak revisi uu kpk gt uu kpk direvisi nrakyat tolak politik dinasti gt anak amp mantu maju pilkada nrakyat minta pi,"['rakyat', 'tolak', 'revisi', 'uu', 'kpk', 'gt', 'uu', 'kpk', 'direvisi', 'nrakyat', 'tolak', 'politik', 'dinasti', 'gt', 'anak', 'amp', 'mantu', 'maju', 'pilkada', 'nrakyat', 'minta', 'pi']","['rakyat', 'tolak', 'revisi', 'uu', 'kpk', 'gt', 'uu', 'kpk', 'direvisi', 'nrakyat', 'tolak', 'politik', 'dinasti', 'gt', 'anak', 'amp', 'mantu', 'maju', 'pilkada', 'nrakyat', 'pi']","['rakyat', 'tolak', 'revisi', 'uu', 'kpk', 'gt', 'uu', 'kpk', 'revisi', 'nrakyat', 'tolak', 'politik', 'dinasti', 'gt', 'anak', 'amp', 'mantu', 'maju', 'pilkada', 'nrakyat', 'pi']"
Neutral,hai kak napabila pengusaha kena pajak belum melakukan penyerahan bkp dan atau jkp pajak masukan,"['hai', 'kak', 'napabila', 'pengusaha', 'kena', 'pajak', 'belum', 'melakukan', 'penyerahan', 'bkp', 'dan', 'atau', 'jkp', 'pajak', 'masukan']","['hai', 'kak', 'napabila', 'pengusaha', 'kena', 'pajak', 'penyerahan', 'bkp', 'jkp', 'pajak', 'masukan']","['hai', 'kak', 'napabila', 'usaha', 'kena', 'pajak', 'serah', 'bkp', 'jkp', 'pajak', 'masuk']"
Negative,dulu isyunya kalo uu cipta kerja bakal hapus pesanggon kenyataannya selain pesanggon gak ilang ada juga jkp bagi yg kehilangan,"['dulu', 'isyunya', 'kalo', 'uu', 'cipta', 'kerja', 'bakal', 'hapus', 'pesanggon', 'kenyataannya', 'selain', 'pesanggon', 'gak', 'ilang', 'ada', 'juga', 'jkp', 'bagi', 'yg', 'kehilangan']","['isyunya', 'kalo', 'uu', 'cipta', 'kerja', 'hapus', 'pesanggon', 'kenyataannya', 'pesanggon', 'gak', 'ilang', 'jkp', 'yg', 'kehilangan']","['isyu', 'kalo', 'uu', 'cipta', 'kerja', 'hapus', 'pesanggon', 'nyata', 'pesanggon', 'gak', 'ilang', 'jkp', 'yg', 'hilang']"
Positive,vaksinasi dan uu cipta kerja jadi modal pemulihan ekonomi,"['vaksinasi', 'dan', 'uu', 'cipta', 'kerja', 'jadi', 'modal', 'pemulihan', 'ekonomi']","['vaksinasi', 'uu', 'cipta', 'kerja', 'modal', 'pemulihan', 'ekonomi']","['vaksinasi', 'uu', 'cipta', 'kerja', 'modal', 'pulih', 'ekonomi']"
Positive,uu cipta kerja harapan di tengah pandemi,"['uu', 'cipta', 'kerja', 'harapan', 'di', 'tengah', 'pandemi']","['uu', 'cipta', 'kerja', 'harapan', 'pandemi']","['uu', 'cipta', 'kerja', 'harap', 'pandemi']"
Positive,uu cipta kerja menjamin pekerja yang terkena phk,"['uu', 'cipta', 'kerja', 'menjamin', 'pekerja', 'yang', 'terkena', 'phk']","['uu', 'cipta', 'kerja', 'menjamin', 'pekerja', 'terkena', 'phk']","['uu', 'cipta', 'kerja', 'jamin', 'kerja', 'kena', 'phk']"
Positive,uu cipta kerja dan kedua pp turunannya mendorong buruh perempuan agar mudah diatur tunduk dan siap diupah murah,"['uu', 'cipta', 'kerja', 'dan', 'kedua', 'pp', 'turunannya', 'mendorong', 'buruh', 'perempuan', 'agar', 'mudah', 'diatur', 'tunduk', 'dan', 'siap', 'diupah', 'murah']","['uu', 'cipta', 'kerja', 'pp', 'turunannya', 'mendorong', 'buruh', 'perempuan', 'mudah', 'diatur', 'tunduk', 'diupah', 'murah']","['uu', 'cipta', 'kerja', 'pp', 'turun', 'dorong', 'buruh', 'perempuan', 'mudah', 'atur', 'tunduk', 'upah', 'murah']"
Positive,saat ini aturan mengenai buruh kontrak sudah berubah itu terjadi setelah lahirnya uu cipta kerja omnibus law yang meng,"['saat', 'ini', 'aturan', 'mengenai', 'buruh', 'kontrak', 'sudah', 'berubah', 'itu', 'terjadi', 'setelah', 'lahirnya', 'uu', 'cipta', 'kerja', 'omnibus', 'law', 'yang', 'meng']","['aturan', 'buruh', 'kontrak', 'berubah', 'lahirnya', 'uu', 'cipta', 'kerja', 'omnibus', 'law', 'meng']","['atur', 'buruh', 'kontrak', 'ubah', 'lahir', 'uu', 'cipta', 'kerja', 'omnibus', 'law', 'meng']"
Positive,dulu isyunya kalo uu cipta kerja bakal hapus pesanggon kenyataannya selain pesanggon gak ilang ada juga jkp bagi,"['dulu', 'isyunya', 'kalo', 'uu', 'cipta', 'kerja', 'bakal', 'hapus', 'pesanggon', 'kenyataannya', 'selain', 'pesanggon', 'gak', 'ilang', 'ada', 'juga', 'jkp', 'bagi']","['isyunya', 'kalo', 'uu', 'cipta', 'kerja', 'hapus', 'pesanggon', 'kenyataannya', 'pesanggon', 'gak', 'ilang', 'jkp']","['isyu', 'kalo', 'uu', 'cipta', 'kerja', 'hapus', 'pesanggon', 'nyata', 'pesanggon', 'gak', 'ilang', 'jkp']"
Negative,dalam aksinya mereka meminta pemerintah akui kekerasan seksual sebagai pelanggaran ham cabut uu cipta kerja seger,"['dalam', 'aksinya', 'mereka', 'meminta', 'pemerintah', 'akui', 'kekerasan', 'seksual', 'sebagai', 'pelanggaran', 'ham', 'cabut', 'uu', 'cipta', 'kerja', 'seger']","['aksinya', 'pemerintah', 'akui', 'kekerasan', 'seksual', 'pelanggaran', 'ham', 'cabut', 'uu', 'cipta', 'kerja', 'seger']","['aksi', 'perintah', 'aku', 'keras', 'seksual', 'langgar', 'ham', 'cabut', 'uu', 'cipta', 'kerja', 'seger']"
Positive,aturan turunan uu cipta kerja memperbanyak lapangan kerja baru,"['aturan', 'turunan', 'uu', 'cipta', 'kerja', 'memperbanyak', 'lapangan', 'kerja', 'baru']","['aturan', 'turunan', 'uu', 'cipta', 'kerja', 'memperbanyak', 'lapangan', 'kerja']","['atur', 'turun', 'uu', 'cipta', 'kerja', 'banyak', 'lapang', 'kerja']"
Positive,oalah paof cipta kerja netapi etapi etapi nkadang aturan hanya sebatas di atas kertas nsementara pihak,"['oalah', 'paof', 'cipta', 'kerja', 'netapi', 'etapi', 'etapi', 'nkadang', 'aturan', 'hanya', 'sebatas', 'di', 'atas', 'kertas', 'nsementara', 'pihak']","['oalah', 'paof', 'cipta', 'kerja', 'netapi', 'etapi', 'etapi', 'nkadang', 'aturan', 'sebatas', 'kertas', 'nsementara']","['oalah', 'paof', 'cipta', 'kerja', 'netapi', 'etapi', 'etapi', 'nkadang', 'atur', 'batas', 'kertas', 'nsementara']"
Neutral,dpr minta pemerintah percepat aturan turunan uu cipta kerja,"['dpr', 'minta', 'pemerintah', 'percepat', 'aturan', 'turunan', 'uu', 'cipta', 'kerja']","['dpr', 'pemerintah', 'percepat', 'aturan', 'turunan', 'uu', 'cipta', 'kerja']","['dpr', 'perintah', 'cepat', 'atur', 'turun', 'uu', 'cipta', 'kerja']"
